Waktu;Hari;Kelompok_Umur_Pengemudi;Jenis_Kelamin_Pengemudi;Pendidikan;Hubungan_Pengemudi_Kendaraan;Pengalaman_Mengemudi;Jenis_Kendaraan;Pemilik_Kendaraan;Usia_Kendaraan;Kerusakan_Kendaraan;Lokasi_Kecelakaan;Jalur_atau_Median;Kondisi_Jalan;Jenis_Persimpangan;Jenis_Permukaan_Jalan;Kondisi_Permukaan_Jalan;Kondisi_Pencahayaan;Kondisi_Cuaca;Jenis_Tabrakan;Jumlah_Kendaraan_Terlibat;Jumlah_Korban;Pergerakan_Kendaraan;Kelas_Korban;Jenis_Kelamin_Korban;Kelompok_Umur_Korban;Keparahan_Korban;Pekerjaan_Korban;Kondisi_Korban;Pergerakan_Pejalan_Kaki;Penyebab_Kecelakaan;Tingkat_Keparahan_Kecelakaan
1017;5;0;0;2;0;2;6;3;4;2;9;5;2;4;0;3;3;6;2;1.0;1.0;3;1;1;0;2;0;3;4;0;0
63;4;2;0;3;0;1;0;1;0;2;4;5;2;6;0;3;3;6;2;1.0;1.0;3;3;2;3;3;0;3;4;1;1
494;3;0;0;2;0;1;11;1;1;2;9;0;2;4;2;3;3;8;2;2.0;1.0;2;1;1;1;1;0;3;4;6;1
494;3;3;0;2;0;4;3;1;5;2;9;5;2;4;0;3;3;8;2;2.0;1.0;4;3;2;3;3;3;3;4;6;1
358;5;2;0;2;0;1;13;1;5;2;8;0;2;6;0;3;3;6;7;1.0;1.0;9;1;1;0;2;3;3;4;18;1
466;4;0;0;2;2;3;11;1;1;2;8;3;4;4;0;3;3;6;2;2.0;2.0;1;3;2;3;3;2;3;4;4;1
466;4;1;0;2;0;1;13;1;4;2;8;5;2;4;4;3;3;6;2;2.0;2.0;1;1;1;1;2;3;3;4;0;1
319;0;0;0;2;0;4;5;1;0;2;8;0;4;4;0;3;3;6;2;2.0;1.0;1;3;2;3;3;6;3;4;0;1
319;0;1;0;2;0;1;13;1;5;2;8;4;2;4;4;3;3;6;2;2.0;1.0;1;1;0;0;2;3;3;4;18;1
890;0;1;0;3;0;4;2;1;5;2;8;0;2;4;0;3;3;6;6;2.0;1.0;2;3;2;3;3;3;3;4;18;1
890;0;0;0;3;0;4;11;1;5;2;8;5;2;4;0;3;3;6;2;2.0;1.0;1;0;1;4;1;3;3;8;3;1
951;6;0;0;3;1;4;3;1;4;2;9;5;2;5;0;3;3;6;2;2.0;1.0;1;3;2;3;3;3;3;4;9;1
951;6;1;0;2;0;4;0;1;2;2;9;4;2;5;0;3;3;6;2;2.0;1.0;1;1;0;0;2;3;3;4;16;1
451;0;1;0;2;0;3;2;1;5;2;12;4;2;4;0;3;3;6;2;1.0;1.0;1;3;2;3;3;3;3;4;17;1
464;0;1;0;3;0;2;13;1;2;2;2;0;2;6;0;3;3;6;6;2.0;1.0;3;1;0;4;2;3;3;4;16;1
464;0;2;0;2;0;1;3;1;5;2;1;5;2;6;0;3;3;6;2;2.0;1.0;1;0;1;4;1;3;3;5;4;1
919;3;2;1;2;0;4;0;1;5;2;4;0;2;4;0;3;3;6;2;1.0;1.0;1;3;2;3;3;6;3;4;4;1
636;0;0;0;2;0;3;3;1;5;2;9;5;2;4;0;3;3;6;2;2.0;1.0;1;1;1;1;2;6;3;4;13;0
636;0;3;0;2;2;1;3;1;4;2;9;5;1;4;0;3;3;6;2;2.0;1.0;1;1;1;0;2;6;3;4;18;0
970;1;0;0;2;0;4;4;1;1;2;8;3;2;5;0;3;3;6;2;2.0;1.0;2;1;1;1;2;3;3;4;13;1
970;1;0;0;6;0;1;5;1;1;2;0;0;2;5;0;3;3;6;2;2.0;1.0;9;1;1;0;2;1;3;4;16;1
416;2;1;0;2;0;1;13;1;5;2;13;5;2;5;0;3;3;6;2;1.0;2.0;1;2;0;5;2;3;3;4;6;1
416;2;1;0;1;0;1;13;1;5;2;4;5;2;5;0;3;3;6;2;1.0;2.0;1;1;0;5;2;6;3;4;18;1
1007;2;0;0;2;0;0;13;1;5;2;9;1;2;4;0;3;3;6;2;1.0;1.0;1;2;0;5;2;1;3;4;4;1
1010;3;3;0;1;0;2;6;3;3;2;9;0;2;4;0;3;3;6;2;1.0;1.0;1;1;1;5;2;3;3;4;0;1
1062;5;0;0;3;0;1;13;1;2;2;12;0;2;7;0;3;3;6;2;2.0;1.0;1;3;2;3;3;3;3;4;18;1
1062;5;1;0;2;0;0;13;3;5;2;9;5;2;7;0;3;3;6;6;2.0;1.0;1;1;1;1;1;3;3;4;6;1
164;6;1;0;3;0;0;9;1;0;2;6;0;6;4;0;3;3;6;6;3.0;1.0;4;3;2;3;3;3;3;4;18;1
164;6;2;0;1;0;5;13;1;1;2;6;0;6;4;0;3;3;6;6;3.0;1.0;1;3;2;3;3;3;3;4;16;1
164;6;0;0;2;2;2;7;1;5;2;8;3;2;4;0;3;3;6;7;3.0;1.0;5;1;0;1;2;3;3;4;0;1
1000;5;0;0;2;0;0;3;1;1;2;9;0;6;5;3;3;3;6;2;1.0;1.0;1;3;2;3;3;3;3;4;17;0
63;6;1;0;2;0;1;13;1;5;2;9;5;2;6;0;3;3;6;2;2.0;1.0;1;2;1;5;2;3;3;4;16;1
63;6;2;0;2;0;2;4;1;5;1;5;5;2;6;0;3;3;6;7;2.0;1.0;1;3;2;3;3;6;3;4;1;1
478;4;1;0;2;0;2;0;1;4;2;9;5;2;4;0;3;3;6;2;1.0;2.0;1;1;0;0;1;6;3;4;2;1
478;4;1;0;2;0;2;11;1;2;0;2;5;2;4;0;3;3;6;2;1.0;2.0;1;0;1;5;2;3;3;4;7;1
951;3;1;0;2;0;1;3;1;5;2;8;0;2;5;0;3;3;6;2;2.0;1.0;9;3;2;3;3;3;3;4;6;1
951;3;2;0;2;0;4;5;1;5;2;8;2;3;5;0;3;3;6;2;2.0;1.0;9;1;1;0;2;3;3;4;7;1
939;5;1;0;2;2;4;3;3;5;2;8;2;4;4;0;3;3;6;2;2.0;1.0;9;2;0;5;2;3;3;4;6;1
939;5;1;0;2;0;2;3;1;1;2;12;0;3;4;0;3;3;6;2;2.0;1.0;5;2;0;5;2;3;3;4;17;1
43;6;1;0;3;2;4;3;1;1;2;12;0;2;4;0;3;3;6;6;1.0;1.0;1;3;2;3;3;3;3;4;6;1
283;6;1;0;2;0;2;13;1;5;2;9;2;2;6;0;3;3;6;7;1.0;1.0;12;1;0;1;2;3;3;4;0;1
517;3;1;0;2;2;2;3;1;5;2;12;2;2;6;2;3;3;6;2;2.0;1.0;4;3;2;3;3;3;3;4;13;1
517;3;0;0;2;2;4;3;1;3;2;12;0;0;6;0;3;3;6;2;2.0;1.0;3;3;2;3;3;3;3;4;6;1
1009;3;0;0;1;2;4;5;1;2;2;12;2;2;4;3;3;3;6;6;2.0;1.0;1;1;0;0;2;3;3;4;0;1
1009;3;3;0;2;0;2;12;3;2;2;12;0;2;4;0;3;3;6;2;2.0;1.0;1;0;0;4;0;6;3;6;6;1
1017;6;1;0;3;0;2;3;1;1;2;12;3;0;6;0;3;3;6;2;2.0;1.0;1;3;2;3;3;3;3;4;6;1
1017;6;2;0;3;2;4;5;1;5;2;12;2;2;6;0;3;3;6;2;2.0;1.0;4;1;0;0;2;3;3;4;6;1
208;6;0;0;2;2;3;11;1;1;2;2;2;2;5;3;3;3;6;2;2.0;1.0;2;2;0;4;2;3;3;4;0;1
208;6;1;0;2;2;1;11;1;2;2;12;0;2;5;0;3;3;6;2;2.0;1.0;9;3;2;3;3;2;3;4;0;1
983;3;1;0;2;2;1;3;2;1;2;4;2;2;4;0;3;3;6;2;2.0;1.0;5;3;2;3;3;3;3;4;6;1
983;3;1;0;1;2;2;13;1;5;2;9;3;2;4;0;3;3;6;2;2.0;1.0;1;1;1;1;2;3;3;4;11;1
223;2;0;0;2;2;2;3;3;4;2;12;2;2;4;0;3;3;6;2;2.0;1.0;1;0;1;4;2;3;3;4;0;1
223;2;0;0;2;2;3;5;1;5;2;8;2;2;4;0;3;3;6;6;2.0;1.0;1;3;2;3;3;3;3;4;18;1
504;5;0;0;3;2;4;3;1;5;2;4;6;2;5;0;3;3;6;6;1.0;1.0;1;1;0;5;2;3;3;4;4;1
613;0;0;0;3;2;3;3;1;0;2;4;3;2;4;0;3;2;6;6;1.0;1.0;1;3;2;3;3;3;3;4;0;1
1012;5;0;0;2;2;2;13;1;5;2;12;2;2;4;0;3;3;6;2;2.0;1.0;1;1;0;0;2;3;3;4;0;1
1012;5;1;0;2;2;2;3;2;4;2;3;2;2;4;0;3;3;6;7;2.0;1.0;1;1;1;0;2;3;3;4;11;1
1021;6;1;0;2;2;2;9;1;5;2;8;4;2;7;0;3;3;6;2;2.0;1.0;1;2;1;5;2;3;3;4;4;2
1021;6;0;0;2;0;0;3;1;1;2;2;0;2;7;0;3;3;6;7;2.0;1.0;1;1;1;0;2;3;3;4;7;2
983;6;0;0;1;2;2;3;2;2;2;3;0;3;4;0;3;3;6;2;2.0;1.0;5;3;2;3;3;3;3;4;11;1
983;6;0;0;2;0;2;3;1;4;2;8;5;2;4;0;3;3;6;7;2.0;1.0;9;1;1;0;1;3;3;4;16;1
630;2;4;0;2;0;2;3;1;1;2;12;2;4;4;0;3;3;6;2;2.0;2.0;1;1;1;1;2;1;3;4;13;1
630;2;1;0;2;0;2;0;1;0;2;8;0;2;4;0;3;3;6;2;2.0;2.0;9;1;1;4;2;3;3;4;4;1
417;0;1;0;2;0;4;3;1;1;2;8;2;3;6;0;3;3;6;2;2.0;1.0;1;1;1;4;2;3;3;4;16;1
417;0;1;0;2;0;2;3;1;5;2;12;3;8;6;0;3;3;6;2;2.0;1.0;9;3;2;3;3;3;3;4;17;1
981;5;1;0;2;0;5;3;1;0;2;8;0;0;4;0;3;3;6;2;2.0;3.0;1;3;2;3;3;3;3;4;0;1
981;5;0;0;0;0;3;2;1;5;2;9;0;2;4;0;3;3;6;2;2.0;3.0;1;1;0;4;2;4;3;4;0;1
981;5;0;0;3;0;2;11;1;5;2;12;2;2;4;0;3;3;6;2;2.0;3.0;1;1;0;1;2;3;3;4;0;1
466;6;0;0;3;0;2;13;1;1;2;8;3;2;2;3;3;3;6;2;2.0;1.0;1;3;2;3;3;3;3;4;7;1
466;6;2;1;2;0;2;12;1;2;2;8;0;3;2;0;3;3;6;2;2.0;1.0;1;1;0;1;2;3;3;4;1;1
927;5;2;0;1;0;2;2;1;5;2;8;5;2;5;0;3;3;6;2;2.0;1.0;5;2;1;5;2;3;3;4;13;1
927;5;2;1;2;0;2;5;1;2;2;12;2;0;5;4;3;3;6;2;2.0;1.0;1;3;2;3;3;0;3;4;9;1
520;3;0;0;2;0;1;3;1;5;2;2;0;2;6;0;3;3;6;2;2.0;4.0;9;3;2;3;3;3;3;4;13;1
520;3;0;0;6;0;2;3;1;5;2;4;0;2;6;0;3;3;6;0;2.0;4.0;9;1;1;5;2;6;3;4;18;1
520;3;0;0;2;0;4;6;1;0;2;8;3;2;6;0;3;3;6;6;2.0;4.0;9;3;2;3;3;3;3;4;4;1
520;3;0;0;2;0;0;13;1;5;2;2;0;2;6;0;3;3;6;2;2.0;4.0;1;1;0;1;2;3;3;4;16;1
520;3;0;0;6;0;3;13;1;5;2;8;0;2;6;0;3;3;6;2;2.0;4.0;1;2;1;1;2;3;3;4;0;1
26;0;2;0;3;0;0;15;1;5;2;8;5;2;4;0;3;2;6;2;2.0;1.0;1;0;0;5;2;3;3;4;4;1
26;0;1;0;2;0;2;9;1;5;2;9;2;2;4;0;3;2;6;7;2.0;1.0;1;3;2;3;3;3;3;4;18;1
1002;6;1;0;2;0;0;13;1;2;2;8;2;2;4;0;3;3;6;7;2.0;1.0;5;1;1;0;2;3;3;4;6;1
1002;6;0;0;3;2;2;11;1;2;2;9;0;2;4;0;3;3;6;2;2.0;1.0;1;1;1;1;0;3;3;4;18;1
915;2;3;0;2;0;1;3;1;1;2;8;3;2;5;0;3;3;6;2;2.0;2.0;1;3;2;3;3;3;3;4;13;1
915;2;1;0;2;2;3;2;1;1;2;8;3;2;5;0;3;3;6;7;2.0;2.0;1;1;0;1;1;3;3;4;18;1
372;3;1;0;6;0;2;2;1;5;2;12;2;2;4;0;3;3;6;7;2.0;1.0;2;0;0;1;1;3;3;6;13;1
372;3;0;0;6;0;2;12;1;5;2;12;2;2;4;0;3;3;6;7;2.0;1.0;9;3;2;3;3;3;3;4;17;1
997;3;0;0;2;0;2;3;1;4;2;9;2;2;4;0;3;3;6;2;2.0;1.0;1;1;0;1;2;3;3;4;1;1
997;3;1;1;2;0;1;14;1;5;2;2;2;2;4;0;3;3;6;6;2.0;1.0;1;0;1;0;2;3;3;6;18;1
1055;6;1;0;2;0;4;14;3;5;2;2;3;2;5;0;3;3;6;2;1.0;1.0;2;3;2;3;3;0;3;4;4;0
761;5;2;1;2;0;2;13;1;1;2;9;3;2;4;0;3;2;6;2;1.0;1.0;1;2;0;0;2;3;3;4;18;0
140;4;1;0;2;0;4;13;1;5;2;8;2;0;4;0;3;3;6;6;2.0;1.0;2;2;1;0;2;3;3;4;17;1
140;4;2;1;2;0;1;15;1;2;2;8;2;0;4;0;3;3;6;2;2.0;1.0;5;0;0;0;2;3;3;4;13;1
798;5;2;0;2;0;3;3;1;1;2;9;2;2;4;0;3;2;6;2;2.0;1.0;1;3;2;3;3;6;3;4;17;1
798;5;2;1;2;0;3;12;1;2;2;2;5;2;4;2;3;2;6;2;2.0;1.0;1;1;0;4;1;3;3;4;18;1
514;0;0;0;2;2;2;2;1;5;2;12;2;2;4;0;3;3;6;2;2.0;1.0;1;3;2;3;3;6;3;4;17;0
514;0;2;1;2;0;1;3;1;5;2;8;2;2;4;0;3;3;6;7;2.0;1.0;1;1;0;1;1;3;3;4;6;0
524;5;0;0;3;0;3;3;1;5;2;12;2;2;4;0;3;3;6;0;2.0;1.0;1;3;2;3;3;6;3;4;19;1
524;5;2;0;2;0;1;3;1;5;2;12;2;2;4;0;3;3;6;2;2.0;1.0;1;1;1;1;2;3;3;4;6;1
98;3;0;0;2;0;2;3;1;5;2;12;2;2;4;0;3;3;6;2;2.0;1.0;1;1;0;0;2;3;3;4;1;1
98;3;0;0;1;0;4;0;3;1;2;9;2;2;4;0;3;3;6;2;2.0;1.0;1;3;2;3;3;6;3;4;16;1
461;6;2;1;1;0;4;15;1;3;2;2;0;2;4;0;3;3;6;6;2.0;1.0;1;3;2;3;3;0;3;4;0;1
461;6;1;0;2;0;2;13;1;5;2;12;0;2;4;0;3;3;6;2;2.0;1.0;1;1;1;1;1;1;3;4;0;1
209;0;2;0;3;0;0;13;1;5;2;12;4;2;4;0;3;3;6;0;2.0;1.0;1;3;2;3;3;0;3;4;18;1
209;0;1;0;3;0;2;11;1;5;2;9;2;2;4;0;3;3;6;6;2.0;1.0;1;1;0;1;2;3;3;4;18;1
932;1;1;0;2;0;2;2;1;5;2;8;4;2;4;0;3;3;6;2;2.0;1.0;1;3;2;3;3;0;3;4;1;1
932;1;0;0;2;0;0;3;1;5;2;4;2;2;4;0;3;3;6;2;2.0;1.0;1;1;0;1;2;3;3;4;0;1
722;5;1;0;2;2;2;4;3;5;2;9;3;2;5;0;3;2;6;2;2.0;1.0;1;3;2;3;3;0;3;4;16;1
722;5;1;0;1;2;4;9;1;5;2;8;6;2;5;0;3;2;6;2;2.0;1.0;1;1;0;1;2;0;3;4;1;1
1058;0;2;0;2;2;3;3;1;1;2;12;2;2;4;0;3;3;6;2;1.0;1.0;9;3;2;3;3;0;3;4;16;0
386;0;0;0;6;2;2;4;1;5;2;2;5;2;4;0;3;3;6;2;1.0;1.0;1;1;0;1;2;3;3;4;13;1
994;2;0;0;0;0;4;9;1;4;2;4;2;2;5;0;3;3;6;7;1.0;3.0;1;0;1;4;1;3;3;6;2;1
994;2;0;0;1;0;3;11;1;5;2;1;4;2;5;2;3;3;6;2;1.0;3.0;1;1;0;0;2;2;3;4;18;1
994;2;0;0;2;0;0;13;1;5;2;0;0;2;5;0;3;3;6;2;1.0;3.0;1;3;2;3;3;3;3;4;18;1
479;6;0;0;2;0;4;12;1;5;2;12;2;2;4;2;3;3;6;6;1.0;1.0;4;3;2;3;3;6;3;4;18;1
558;1;1;0;2;2;4;3;1;5;2;12;2;2;4;0;3;3;6;2;2.0;1.0;1;1;0;1;2;3;3;4;1;0
558;1;1;0;2;0;4;14;1;5;2;4;2;2;4;0;3;3;6;2;2.0;1.0;1;3;2;3;3;3;3;4;16;0
977;6;0;0;2;0;5;3;3;1;2;12;2;2;4;0;3;3;6;2;2.0;1.0;1;3;2;3;3;3;3;4;13;1
977;6;2;1;2;0;0;5;3;5;2;8;5;2;4;0;3;3;6;6;2.0;1.0;1;1;1;1;2;3;3;4;11;1
111;0;0;0;5;2;0;15;1;5;2;12;5;2;4;0;3;3;6;2;2.0;1.0;1;3;2;3;3;3;3;4;1;1
111;0;2;1;2;2;3;4;1;5;2;8;2;2;4;0;3;3;6;2;2.0;1.0;1;1;1;1;2;3;3;4;0;1
125;1;1;0;2;2;0;13;1;5;2;8;0;2;4;0;3;3;6;2;2.0;1.0;1;0;1;5;2;3;3;4;11;1
125;1;1;0;2;2;1;2;2;5;2;12;5;2;4;0;3;3;6;2;2.0;1.0;1;0;0;5;2;3;3;4;12;1
307;1;1;0;4;2;2;3;3;1;2;12;5;2;4;0;3;3;6;2;2.0;1.0;1;3;2;3;3;6;3;4;4;1
307;1;1;0;4;2;4;14;1;5;2;12;0;2;4;0;3;3;6;2;2.0;1.0;4;1;0;1;2;6;3;4;16;1
386;5;0;0;2;2;1;15;1;4;2;12;5;2;4;0;3;3;6;2;1.0;1.0;1;1;1;4;2;6;3;4;0;1
541;6;0;0;3;2;4;14;1;5;2;9;0;2;5;0;3;3;6;6;2.0;1.0;2;1;1;1;2;3;3;4;13;1
541;6;0;0;6;2;2;3;1;1;2;2;0;2;5;0;3;3;6;2;2.0;1.0;5;3;2;3;3;1;3;4;1;1
116;6;0;0;2;2;2;12;1;1;2;8;3;2;6;0;3;3;6;2;2.0;1.0;1;1;0;4;2;3;3;4;17;1
116;6;0;0;2;2;2;12;1;1;2;2;5;2;6;0;3;3;6;2;2.0;1.0;1;0;0;5;2;6;3;0;18;1
695;5;0;0;2;2;3;14;1;1;2;12;2;2;4;0;3;2;6;2;2.0;1.0;4;1;0;4;2;1;3;4;16;0
695;5;1;0;2;2;1;15;1;5;2;12;5;2;4;0;3;2;6;2;2.0;1.0;5;0;0;0;1;3;3;5;18;0
999;1;1;0;3;0;1;15;1;0;2;11;5;8;4;0;3;3;6;2;1.0;1.0;1;3;2;3;3;3;3;4;18;1
267;3;1;0;2;0;1;14;1;2;2;8;2;0;4;0;3;3;6;2;1.0;1.0;1;3;2;3;3;3;3;4;13;1
608;4;0;0;2;0;1;16;1;3;2;12;5;8;4;0;3;2;6;6;3.0;2.0;5;1;0;1;2;3;3;4;0;1
608;4;2;1;2;0;2;14;1;5;2;8;0;2;4;0;3;2;6;0;3.0;2.0;1;3;2;3;3;3;3;4;17;1
608;4;1;0;2;0;2;14;1;5;2;12;0;2;4;0;3;2;6;2;3.0;2.0;4;3;2;3;3;3;3;4;13;1
585;2;1;0;2;0;4;6;1;1;2;12;2;2;6;0;3;3;6;2;2.0;2.0;1;1;0;0;2;3;3;4;19;1
585;2;1;0;3;0;2;3;1;5;2;8;0;2;6;0;3;3;6;2;2.0;2.0;4;1;0;4;2;3;3;4;11;1
922;1;1;0;2;0;2;3;1;5;2;12;3;2;5;0;3;3;6;2;2.0;1.0;1;3;2;3;3;6;3;4;12;1
922;1;1;0;2;0;4;4;1;5;2;2;5;2;5;0;3;3;6;2;2.0;1.0;9;3;2;3;3;6;3;4;0;1
1062;0;1;0;3;2;2;3;1;5;2;8;2;2;4;0;3;3;6;2;2.0;1.0;1;1;0;0;2;3;3;4;14;1
1062;0;0;0;2;2;2;11;1;4;2;8;2;2;4;0;3;3;6;2;2.0;1.0;1;1;0;0;1;3;3;4;4;1
401;0;3;0;2;0;2;3;1;1;2;12;0;3;4;0;3;3;6;2;1.0;1.0;1;0;0;5;2;3;3;8;1;1
589;0;1;0;2;0;3;3;1;1;2;9;0;2;4;0;3;2;6;6;1.0;1.0;2;3;2;3;3;3;3;4;0;1
533;0;1;0;2;0;2;3;1;5;2;9;0;2;7;0;3;3;6;2;2.0;1.0;2;1;0;0;2;3;3;4;17;1
533;0;1;0;2;0;2;14;1;2;1;12;2;2;7;0;3;3;6;2;2.0;1.0;2;3;2;3;3;3;3;4;5;1
1055;1;0;0;2;0;2;6;1;5;1;12;5;2;6;0;3;3;8;2;2.0;1.0;1;1;0;0;2;3;3;4;1;0
1055;1;2;1;2;0;4;6;1;5;2;8;2;8;6;0;3;3;8;2;2.0;1.0;1;1;0;0;1;3;3;4;16;0
362;4;1;0;1;0;4;15;3;5;2;11;3;2;6;0;3;3;6;7;2.0;1.0;1;3;2;3;3;3;3;4;0;1
362;4;0;0;2;0;4;15;1;5;2;12;2;8;6;0;3;3;6;7;2.0;1.0;1;3;2;3;3;3;3;4;18;1
1067;3;0;0;2;0;4;4;1;2;2;12;2;1;6;0;3;3;6;2;2.0;1.0;9;2;1;0;2;6;3;4;17;0
1067;3;0;0;2;0;4;3;3;5;2;2;2;2;6;0;3;3;6;2;2.0;1.0;1;2;1;5;2;3;3;4;18;0
242;4;1;0;2;0;4;3;1;5;2;8;2;0;4;0;3;3;6;2;1.0;1.0;9;3;2;3;3;3;3;4;16;0
635;4;2;1;2;0;2;3;1;5;2;12;2;0;4;0;3;2;6;0;1.0;1.0;9;0;1;5;2;3;3;4;4;1
151;3;0;0;2;0;1;14;3;5;2;9;3;2;4;0;3;3;6;2;1.0;2.0;1;0;1;5;2;3;3;5;6;1
151;3;0;0;2;0;3;14;1;5;2;8;2;2;4;0;3;3;6;2;1.0;2.0;5;3;2;3;3;3;3;4;1;1
406;0;1;0;2;0;3;3;1;5;2;8;0;2;4;0;3;3;6;7;1.0;1.0;1;1;0;5;2;3;3;4;6;1
561;3;1;0;2;0;1;11;1;3;2;8;2;2;4;0;3;3;6;2;2.0;1.0;5;3;2;3;3;6;3;4;1;1
561;3;0;0;3;0;3;3;2;0;2;2;2;2;4;0;3;3;6;2;2.0;1.0;1;2;1;4;2;3;3;4;16;1
883;5;0;0;2;0;3;2;1;5;2;8;2;2;4;0;3;3;6;2;2.0;1.0;2;2;1;1;2;3;3;4;18;1
883;5;1;0;2;0;2;10;1;0;2;8;2;0;4;0;3;3;6;7;2.0;1.0;1;2;1;4;2;3;3;4;0;1
426;2;1;0;2;0;2;13;1;5;2;8;2;0;6;0;3;3;6;2;1.0;1.0;1;3;2;3;3;3;3;4;0;1
426;1;3;0;6;0;3;4;1;2;2;8;2;2;5;0;3;3;6;7;2.0;1.0;1;3;2;3;3;3;3;4;9;1
426;1;3;0;2;0;3;15;1;5;2;12;2;2;5;0;3;3;6;2;2.0;1.0;1;1;1;4;2;3;3;4;18;1
432;6;1;0;2;0;0;13;1;5;2;9;3;2;4;0;3;3;6;2;1.0;2.0;1;3;2;3;3;3;3;4;0;1
432;6;1;0;3;0;4;9;1;5;2;2;0;2;4;0;3;3;6;2;1.0;2.0;1;3;2;3;3;6;3;4;1;1
140;1;1;0;3;0;4;3;1;5;2;12;2;2;6;0;3;3;6;2;1.0;1.0;1;0;0;4;2;6;3;4;19;1
441;5;0;0;3;0;3;3;1;5;2;1;2;2;5;0;3;3;6;2;2.0;1.0;5;0;0;4;1;3;3;4;4;1
441;5;1;0;1;0;1;3;1;5;2;12;2;2;5;0;3;3;6;6;2.0;1.0;1;0;0;0;2;3;3;4;4;1
569;1;0;0;2;0;1;11;1;5;2;4;0;0;4;0;3;3;6;2;1.0;2.0;1;2;1;5;2;3;3;4;18;1
569;1;0;0;0;0;4;3;1;5;2;12;2;2;4;0;3;3;6;2;1.0;2.0;1;3;2;3;3;3;3;4;16;1
990;3;0;0;2;0;1;0;1;5;2;12;5;2;6;0;3;3;6;6;1.0;1.0;1;3;2;3;3;3;3;4;11;0
779;5;1;0;2;0;1;0;1;2;2;2;5;2;4;0;3;2;6;2;1.0;1.0;2;3;2;3;3;3;3;4;17;1
635;0;3;0;1;0;0;11;1;2;2;2;0;2;4;0;3;3;6;2;2.0;1.0;1;1;0;0;2;6;3;4;18;1
635;0;1;0;2;0;2;3;1;5;2;12;2;2;4;0;3;3;6;2;2.0;1.0;1;1;1;0;2;6;3;4;0;1
716;6;3;0;2;0;3;8;1;5;2;12;4;2;4;0;3;2;6;2;2.0;1.0;5;3;2;3;3;6;3;4;6;1
716;6;1;0;2;0;3;3;3;1;2;1;2;2;4;0;3;2;6;7;2.0;1.0;1;0;1;1;1;3;3;4;0;1
813;4;3;0;3;0;2;13;1;1;2;12;0;2;5;0;0;2;3;7;2.0;3.0;1;3;2;3;3;6;3;4;11;1
813;4;3;0;2;0;3;3;1;2;2;8;0;2;5;0;0;2;3;2;2.0;3.0;1;1;0;0;2;6;3;4;4;1
813;4;3;0;2;0;0;6;1;2;2;2;2;2;5;0;0;2;3;2;2.0;3.0;4;3;2;3;3;3;1;4;7;1
813;4;4;0;3;0;1;10;1;1;2;8;2;2;5;0;0;2;3;6;2.0;3.0;1;1;0;1;2;3;3;4;9;1
967;2;1;0;1;0;0;3;1;5;2;8;0;3;4;0;3;3;6;2;2.0;1.0;1;0;1;0;2;6;3;6;15;1
967;2;1;0;2;0;2;6;1;1;2;12;0;2;4;0;3;3;6;2;2.0;1.0;2;3;2;3;3;6;3;4;0;1
1002;4;0;0;2;0;3;3;3;5;2;9;2;2;5;0;3;3;6;2;2.0;1.0;5;1;0;0;2;3;3;4;18;1
1002;4;0;0;1;0;4;13;1;1;2;8;2;0;5;0;3;3;6;2;2.0;1.0;1;1;0;0;2;3;3;4;4;1
203;6;3;0;3;2;2;13;1;1;2;9;5;2;4;0;3;3;6;6;1.0;1.0;1;1;0;0;2;3;3;4;16;1
278;4;3;0;3;0;3;5;1;5;2;9;2;2;4;0;3;3;6;2;2.0;1.0;9;1;1;1;2;3;3;4;1;1
278;4;0;0;2;0;2;13;1;5;2;12;3;2;4;0;3;3;6;2;2.0;1.0;2;1;0;4;1;3;3;4;17;1
112;1;3;0;3;2;2;13;1;5;2;3;4;2;4;0;3;3;6;6;2.0;1.0;1;3;2;3;3;2;3;4;11;1
112;1;1;0;2;0;1;5;3;5;2;12;0;2;4;0;3;3;6;2;2.0;1.0;1;0;0;5;2;0;3;4;6;1
7;4;0;0;2;0;4;0;1;5;2;12;0;2;4;0;3;2;6;6;2.0;1.0;9;3;2;3;3;3;3;4;16;1
7;4;1;0;2;0;2;3;1;5;2;1;4;0;4;0;3;2;6;2;2.0;1.0;1;1;0;0;1;1;3;4;17;1
889;3;1;0;1;0;0;4;1;5;2;12;0;2;4;0;3;3;6;2;1.0;1.0;1;1;0;1;2;3;3;4;0;1
381;3;0;0;2;0;4;11;1;5;2;12;0;2;4;0;3;3;6;2;2.0;1.0;1;1;1;4;2;3;3;4;6;1
381;3;1;0;3;2;1;2;1;5;2;12;0;2;4;0;3;3;6;2;2.0;1.0;1;3;2;3;3;3;3;4;0;1
992;0;0;0;2;0;2;3;1;3;2;8;2;2;5;0;3;3;6;2;3.0;1.0;1;1;1;1;2;0;3;4;0;0
992;0;1;0;2;0;3;3;1;1;2;12;2;0;5;0;3;3;6;2;3.0;1.0;1;1;0;1;2;3;3;4;1;0
992;0;1;0;2;0;2;11;1;5;2;9;2;2;5;0;3;3;6;2;3.0;1.0;1;1;1;1;2;3;3;4;3;0
764;3;2;1;1;0;4;4;1;2;2;12;0;2;4;0;3;2;6;2;1.0;1.0;1;3;2;3;3;3;3;4;6;1
85;2;0;0;2;0;2;13;1;5;2;12;0;2;5;0;3;3;6;7;1.0;1.0;2;1;0;1;2;6;3;4;18;1
